"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Serbia","SRB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","13.2","13.8","13.7","13.7","12.6","12.8","13.8","15.2","18.5","20.85","20.85","18.06","13.67","16.12","19.2","22.96","24","22.15","19.22","17.66","15.26","13.48","12.73","10.39","9.01","10.06","8.68",
"Sub-Saharan Africa (excluding high income)","SSA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.15","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","0.61","0.57","0.7","0.56","0.48","0.34","","","","","","","","","","","","","","","","14.4","15.73","17.63","16.36","16.12","16.47","16.65","","","","","","13.59","","","","","","","","","","",
"Suriname","SUR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","16.37","19.53","","15.51","15.65","","17.28","15.64","12.7","8.39","10.88","10.56","10.63","13.6","","","","","9.49","","","","","8.72","7.15","7.54","8.1","6.6","6.94","7.22","7.92","","","","","","",
"Slovak Republic","SVK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","13.65","13.11","11.34","11.89","12.42","16.1","18.55","19.15","18.54","17.55","18.21","16.28","13.39","11.16","9.51","12.02","14.39","13.63","13.97","14.23","11.54","11.49","9.68","8.14","6.54","5.76","6.72","6.89","6.14",
"Slovenia","SVN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.08","","8.51","8.24","7.15","6.91","6.65","7.39","7.32","6.92","6.39","6.35","6.71","6.33","6.55","5.99","4.87","4.41","5.89","7.26","8.2","8.88","10.14","9.72","9","8.02","6.57","5.13","4.45","4.99","4.74","4.01",
"Sweden","SWE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","1.89","1.51","2.55","2.7","2.46","1.98","1.62","1.61","","","","","","3.14","3.48","3.07","2.83","2.23","2.15","","1.46","1.74","3.13","5.59","9.19","9.49","8.9","9.55","10.36","8.94","7.61","5.47","4.73","4.97","5.55","6.69","7.49","7.07","6.16","6.23","8.35","8.61","7.8","7.98","8.05","7.95","7.43","6.99","6.72","6.36","6.83","8.29","8.72","7.39",
"Eswatini","SWZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.65","","22.5","","","","","","","","","","28.24","","","","","","","","","22.72","","","","","","",
"Sint Maarten (Dutch part)","SXM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.35","","","","","","","","9.81","","","5.5","","","","","","4.11","","","3.84","4.15","3.96","3.71","3.53","2.97","4.31","","",
"Syrian Arab Republic","SYR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","4.3","6.4","7.5","4.7","4.5","5.1","4.81","6.2","5","4.5","3.8","","","","4.24","4.7","","","","","5.78","","6.75","","7.4","7.5","7.2","","","","7.6","","11.63","11.68","10.28","","","8.17","8.42","10.94","8.14","8.61","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.71","6.18","7.77","9.86","8.04","7.45","5.43","8.3","","","","","","","","","","","","","","",
"Chad","TCD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","","","","","","","","","","","","","","","","","","","","","1.13","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76604390753219","2.59357980513715","2.54828162463301","2.79419790707266","3.11816034539306","3.05753602721395","3.22489692392394","3.32005538870363","3.54411109119689","3.59709021749945","3.60341233671731","3.78330261662952","4.2046564249591","4.30855192028031","4.33051535635125","4.46660006395546","4.37001972617971","4.20130217112576","4.37748717516027","4.22594371951349","3.93707739715839","3.87760002276411","3.80272718359954","3.74486747727225","3.75933372449167","","","3.53131422912164","4.29892850211004","4.3398890326952","4.81709876317262","4.55051329511599","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59872979536546","6.86166236078334","8.2857238938311","8.42801359129772","8.9770037923687","9.8408035159569","10.7261621054614","11.5461306243787","10.1358654543335","9.8392986128894","9.6234275009699","9.47809015625348","9.21248804849969","8.56740585388666","8.01629085822617","7.30930093292366","7.2031943723788","8.97808593838936","8.59931829311826","7.8883857235824","7.39024052441836","7.44949818487002","7.53371497356217","7.517438047966","7.46279451728637","7.09849995235064","6.87722608200841","6.93684116146816","7.13851507546731","6.86395628071351","",
"Togo","TGO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.23","","","","","1.98","","","","2.2","","3.74","","","","","",
"Thailand","THA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","0.19","0.51","0.43","0.47","0.45","0.6","0.9","0.75","0.92","0.93","1.26","2.66","2.9","2.9","4.93","3.5","5.77","3.04","1.39","2.21","2.63","1.35","1.49","1.35","1.1","1.07","0.87","3.4","2.97","2.39","2.6","","1.54","1.51","1.35","1.22","1.18","1.18","1.49","0.62","0.66","0.58","0.25","0.58","0.6","0.69","0.83","0.77","0.72","1.1","1.21","0.94",
"Tajikistan","TJK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","1.2","1.7","2","2.6","2.7","3.2","3","2.7","2.3","2.5","3.85","2","2","2.2","2.87","","11.5","","","","","","","6.9","","","","","","",
"Turkmenistan","TKM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.99280810320628","","6.35693393576718","6.48010436560429","","8.39600425744963","8.89113429645369","8.56713828895936","9.18945731341223","10.0298975712773","","9.3364441641111","9.92295520060337","9.53950224675946","8.58063658404953","8.44431133566586","7.33428552687625","7.45427417363713","6.83240958798349","7.86060399368499","","6.61579829013835","6.4303853642265","6.20441757539558","6.03609165913953","6.5897166911194","7.68969032724","8.04475088767362","8.064508504175","8.13883553079379","10.5019112313854","9.32403390745943","6.98598312291234",
"Timor-Leste","TLS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24","","","","","","5.65","","","3.3","","","4.05","","","4.66","","","","","2.34","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4108014841161","","","","","","","","","","","13.5976773712785","","11.8321559166704","12.2668111105528","11.1754191346884","10.4317672714931","10.3334136794004","10.4535636863575","11.0147322703567","11.7019642721643","11.7991811953981","11.5161109694668","11.580821765297","11.8467358363448","11.8849460046967","12.4934964996779","","","","10.3040257671522","",
"Tonga","TON","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16","","","1.3","","","","","","","","","","5.18","","","1.09","","","","","","","","","","","","2.25","","","2.11","",
"South Asia (IDA & IBRD)","TSA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.70387296903243","","","","","","3.25829736700433","","","","","8.08038322956318","","","","","2.9172920094072","","3.25964937843763","","","","","","7.14675841420329","6.27185994679586","7.8842506024032","6.37374836367162","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","13.17","12.76","13.03","","15.4","15.24","14.99","","8.98","7.27","6.75","6.03","6.31","6.22","6.61","8.17","9.31","9.37","22.11","21.88","21.95","19.87","18.52","19.66","19.81","18.44","17.22","16.25","15.01","14.21","13.12","12.1","10.88","10.39","10.48","8.33","7.95","6.27","5.54","4.63","5.28","4.03","3.43","3.72","2.68","2.48","2.43","3.21","","","3.52","4.21","4.45","",
"Tunisia","TUN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.13","","","","","","","","15.94","","15.21","14.94","14.4","14.55","14.51","14.23","12.87","12.51","12.36","12.44","13.29","13.05","18.33","17.63","15.93","14.26","15.16","15.56","15.33","15.46","17.15","","","",
"Turkiye","TUR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","10.93","12.06","11.92","11.21","","","8.04","8.26","8.35","8.11","8.18","8.25","8.15","7.24","6.26","6.45","6.55","7.45","6.3","8.37","10.35","10.55","10.83","10.63","8.72","8.87","9.71","12.55","10.66","8.8","8.15","8.73","9.88","10.24","10.84","10.82","10.89","13.67","13.11","11.98","10.43",
"Tuvalu","TUV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53","","","","","","","","","","","","","","8.49","26.55","","","","","",
"Tanzania","TZA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","","","","","","","","","","2.99","3.6","","","","3.3","","0.34","2.5","1.31","3.47","2.61","2.93","2.12","","","","","","2.78","","",
"Uganda","UGA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.6","","1.9","","","","3.6","","","3.55","1.91","","","","3.64","","","","3.42","",
"Ukraine","UKR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.62","7.65","8.93","11.32","11.86","11.71","11.06","10.14","9.06","8.59","7.18","6.81","6.35","6.36","8.84","8.1","7.85","7.53","7.17","9.27","9.14","9.35","9.5","8.8","8.19","9.48","9.83","",
"Upper middle income","UMC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93801922231485","2.85075596533331","3.27302284034543","3.55143952145497","3.85845926587428","4.43128084873192","4.61156347652353","4.78296527122827","5.4011072190949","5.69905684540932","5.11812972998174","5.61964611275532","5.9831229656424","6.01908392007086","5.86946136039263","5.81123827026356","5.50957799826726","5.45785543585684","5.40089779999703","5.78418257261398","5.21975249726311","5.18904861835807","5.06494491382924","4.98464733996337","5.00642453074588","","","5.37502190524408","5.90330828740282","6.03779065564716","6.77157441533273","6.38684577102864","",
"Uruguay","URY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","7.5","7.6","7.7","8.9","8.1","","","","","","7.3","6.6","11.7","","9.94","","10.7","9.1","","","8.53","8.95","8.96","8.35","9.04","10.02","11.93","11.44","9.36","10.47","12.63","15.05","16.65","16.66","12.98","12.01","10.84","9.4","8.03","7.74","7.16","6.31","6.45","6.44","6.55","7.49","7.84","7.89","8.34","8.73","10.33","9.29","7.87",
"United States","USA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","5.5","6.7","5.5","5.7","5.2","4.5","3.8","3.8","3.6","3.5","4.9","5.9","5.6","4.9","5.6","8.5","7.7","7.1","6.1","5.8","7.1","7.6","9.7","9.6","7.5","7.2","7","6.2","5.5","5.3","5.6","6.8","7.5","6.9","6.12","5.65","5.45","5","4.51","4.22","3.99","4.73","5.78","5.99","5.53","5.08","4.62","4.62","5.78","9.25","9.63","8.95","8.07","7.37","6.17","5.28","4.87","4.36","3.9","3.67","8.05","5.35","3.65",
"Uzbekistan","UZB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.4","0.4","0.4","","","","","0.4","0.4","0.4","0.3","0.4","0.3","0.2","4.99","4.89","5.04","5.36","4.96","4.87","4.86","5.09","5.15","5.16","5.83","9.35","8.98","5.29","","",
"St. Vincent and the Grenadines","VCT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","23.5","","","","","","","","","","","19.77","","","","","","","","","","21.1","","","","","","","18.79","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","7.01","6.34","5.11","4.98","5.81","5.89","7","8.05","11.49","12.86","13.16","10.93","9.1","7.28","9.74","13.96","","","","8.56","10.24","11.77","","","","","8.83","16.17","16.78","","10.66","8.61","7.28","6.25","6.1","7.11","6.9","6.6","","","","5.32","5.05","","","7.53","","",
"British Virgin Islands","VGB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.93","2.87","2.29","2.33","2.26","2.76","2.12","2.25","2.14","","","2.03","","1.74","1.11","1","1.03","1.32","1.26","1.85","1.85","1.87","1.16","1.68","2.1","2.38","1.54",
"Vanuatu","VUT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.01","","","4.56","1.85","","","","","","","","","5.44","4.05","","",
"World","WLD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.63535871430743","","5.61213270050408","","","6.2090144725499","5.33709234205371","6.03159625750642","","6.42229015488198","","6.55619135089551","5.73700214009527","5.51517964953212","","6.28926854733732","5.47288552549967","5.90540939654119","5.40804934975344","5.61093692339339","5.60213665945324","","","5.5772659068297","5.91169017590153","5.89362759077559","6.67658195769617","6.20303611892035","",
"Samoa","WSM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","","","","","","","","","","4.96","","","","","1.29","","","","","5.68","8.75","","8.72","","","9.4","","","","","",
"Kosovo","XKX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.63","57","55","49.7","39.7","41.4","44.9","46.3","47.5","45.4","","","30.88","29.77","35.26","32.84","27.49","30.34","27.76","25.07","25.46","20.39","",
"Yemen, Rep.","YEM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34","","","","","11.46","","","","","16.23","16.05","15.7","15.33","14.97","14.63","17.82","","","","13.47","","","","","","","","",
"South Africa","ZAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","25.37","29.88","25.37","27.18","27.12","24.67","23.84","22.62","22.33","19.51","20.51","23.18","21.42","21.79","22.04","22.61","22.87","24.02","23.99","24.22","25.54","24.34","28.77","28.84",
"Zambia","ZMB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","15","18.9","","19.7","","","15.3","","12","","12.93","","","","","15.9","","","7.93","","13.19","","7.85","","","","","8.52","5.03","5.54","6.03","5.2","",
"Zimbabwe","ZWE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","10.8","","","","","7.18","","","","","","","4.96","","","6.93","","6","","","","","4.39","","","","","","","5.37","","","4.77","","","","","7.37","","9.54","",
